"Provider_Number","Location_Name","Address","City","State","Zip","Admin_First_Name","Admin_Last_Name","Phone","LicensedCapacity","Operation_Months","Operation_Days","Hours_Open","Hours_Close","Infant_0_To_12mos","Toddler_13mos_To_2yrs","Preschool_3yrs_To_4yrs","Pre_K_Served","School_Age_5yrs_Plus","Ages_Other_Than_Pre_K_Served","Has_Evening_Care","Has_Drop_In_Care","Has_School_Age_Summer_Care","Has_Special_Needs_Care","Has_Transport_ToFrom_School"
"CCLC-28928","Kids 'R Kids #12","5000 Oakbrook Parkway","Norcross","GA",30093,"Stacy","Woodard","(770) 279-8500",237,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-3459","Kids 'R' Kids #15","3180 Medlock Bridge Road","Norcross","GA",30071,"Eunice","Campbell","(770) 446-8700",239,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-32797","KinderCare Learning Center (1152 Rockbridge Rd.)","1152 Rockbridge Rd.","Norcross","GA",30093,"Taneisha","Walker","(770) 925-3144",120,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-1741","King David Academy","5054 Singleton Rd.","Norcross","GA",30093,"Khano","Aranbayeva","(770) 931-8591",73,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",07:00:00 AM,06:00:00 PM,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"CCLC-885","La Petite Academy - Crooked Creek","6275 Crooked Creek Rd.","Norcross","GA",30092,"Shevann","Walden","(770) 417-1762",151,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-891","La Petite Academy - Indian Trail","1231 Indian Trail Lilburn Rd.","Norcross","GA",30093,"Wendy","Mccalmon","(770) 925-0614",108,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-26968","Legacy Academy Berkeley Lake","4565 Peachtree Industrial Blvd","Norcross","GA",30092,"Ami","Bombardieri","(770) 573-1700",254,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-676","Norcross Human Services Cluster","5030 Georgia Belle Court  Suite 1069","Norcross","GA",30093,"Jeanetta","Hampton","(770) 638-5840",200,"JAN FEB MAR APR MAY AUG SEP OCT NOV DEC","MO TU WE TH FR",08:00:00 AM,02:30:00 PM,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-4053","PRIME TIME - MEADOWCREEK ELEMENTARY SCHOOL","5025 GEORGIA BELLE COURT","Norcross","GA",30093,"Keisha","Smith","(770) 246-9622",150,"JAN FEB MAR APR MAY JUN SEP OCT NOV DEC","MO TU WE TH FR",02:30:00 PM,06:30:00 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"CCLC-2442","Prime Time - Robert D Fowler","5600 West Jones Bridge Road","Norcross","GA",30092,"Keisha","Smith","(770) 246-9622",170,"JAN FEB MAR APR MAY JUN SEP OCT NOV DEC","MO TU WE TH FR",02:30:00 PM,06:30:00 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"CCLC-2508","PRIME TIME - STRIPLING","6155 ATLANTIC BOULEVARD","Norcross","GA",30071,"Keisha","Smith","(770) 246-9622",150,"JAN FEB MAR APR MAY JUN SEP OCT NOV DEC","MO TU WE TH FR",02:30:00 PM,06:30:00 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"CCLC-130","Sheltering Arms - Norcross Center","5360 Old Norcross Road","Norcross","GA",30071,"Sherlita","Lawrence","(770) 263-6595",110,"JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"CCLC-38452","Simply the Best Academy","4220 Jimmy Carter Blvd","Norcross","GA",30093,"Margaret","Mathis","(678) 395-7300",166,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,07:00:00 PM,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"CCLC-39265","Sprouts","85 Bostic Street","Norcross","GA",30071,"Lisa","Johnson","(770) 416-7930",12,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-445","Stepping Stones Child Development Center","5176 Old Norcross Rd.","Norcross","GA",30071,"Zaleaka","Childs","(770) 446-2464",76,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"CCLC-30381","The Goddard School","5055 Peachtree Pkwy","Norcross","GA",30092,"Sharon","Washington","(770) 446-7939",158,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-67","The Sunshine House #161","5970 Crooked Creek Rd.","Norcross","GA",30092,"Stephanie","Harrison","(770) 447-1964",130,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-162","The Sunshine House #92","5470 Spalding Dr","Norcross","GA",30092,"Maria","Moor","(770) 840-7404",153,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-766","Primrose School at Peachtree Corners","6325 Primrose Hill Court","Peachtree Corners","GA",30092,"Mary","Petrush","(770) 409-8732",132,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-37117","A Mother's Love 24 Hour Learning Center LLC","2841 West Main Street","Snellville","GA",30078,"Temekia","Prince","(770) 978-2800",59,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"CCLC-33565","A-Class Scholars Child Development","3320 Centerville Hwy 124","Snellville","GA",30039,"Erma","Belin","(770) 978-0523",107,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-33136","Alpha Preparatory Academy","4462 Mink Livsey Road","Snellville","GA",30039,"Cera","Wallace","(770) 929-3155",58,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR SA",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-3942","Cannon Afterschool","2424 Webb Gin House Road","Snellville","GA",30078,"Sherrye","Beebe","(770) 972-5463",100,"JAN FEB MAR APR MAY AUG SEP OCT NOV DEC","MO TU WE TH FR",03:00:00 PM,06:00:00 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"CCLC-35252","Childcare Network #209","2985 Xavier Ray Court","Snellville","GA",30039,"Dawn","Washington","(770) 972-7774",217,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-1543","Childtime Childcare #1150","2230 Hewatt Road","Snellville","GA",30039,"Kimberly","Carroll","(770) 972-5286",147,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-28415","Destined for Greatness Academy","3721 Zoar Road","Snellville","GA",30039,"Vera","Anderson","(770) 736-3414",136,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"CCLC-38312","Destined for Greatness Academy II","2845 Centerville Highway","Snellville","GA",30078,"Vera","Anderson","(470) 395-5834",245,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"CCLC-37567","Discovery Point #1","3775 Zoar Rd.","Snellville","GA",30039,"Melissa","Singley","(770) 985-9555",187,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-25727","Kids 'R' Kids #25","2360 Ronald Reagan Parkway","Snellville","GA",30078,"Mona","Roberts","(770) 979-6767",274,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-39411","Kids 'R' Kids 33GA","2950 Centerville Highway","Snellville","GA",30078,"Jennifer","Christein","(770) 279-7777",275,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-900","La Petite Academy - Scenic","2154 Scenic Hwy.  N","Snellville","GA",30078,"Mary","Lyons","(770) 972-2724",117,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:15:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-36557","Learning Hive Kids Club","3076 Lenora Church Road","Snellville","GA",30078,"Monique ","Blackwood","(470) 299-4347",55,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-26485","Legacy Academy Snellville","1560 Summit Chase Drive","Snellville","GA",30078,"Sue","Shinn","(770) 982-5530",253,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-23219","Meadowbrook Montessori School","2125 North Road","Snellville","GA",30078,"Barbara","Muir","(770) 982-3950",46,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",07:00:00 AM,06:00:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-35611","Montessori School of Snellville at Childcare Network #234","2350 Wisteria Dr.","Snellville","GA",30078,"Jennifer","Shook","(770) 979-0500",97,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:00:00 PM,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-37545","New Beginnings Child Development Center","3555 Lee Rd.  SW","Snellville","GA",30039,"Candice","Martin","(770) 679-9260",112,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-28071","The Children's Port Child Care Learning Center","2161 Scenic Hwy","Snellville","GA",30078,"Mignon","Stewart","(770) 979-2914",29,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR SA",06:00:00 AM,12:00:00 AM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"CCLC-22821","The Goddard School","1565 Janmar Road","Snellville","GA",30078,"Kathleen","Hutcherson","(678) 344-0042",152,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-137","The Sunshine House #102","3785 Zoar Road","Snellville","GA",30039,"Kay","Holiday","(770) 972-4499",141,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-150","The Sunshine House #71","2931 West Main St  Hwy 78","Snellville","GA",30078,"Monique","Smith","(770) 972-2111",158,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-152","The Sunshine House #74","3679 Hwy 124","Snellville","GA",30039,"Charese","Davis","(770) 972-1117",183,"JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-2176","Westminster Children's Weekday Ministries","2208 E. MAIN STREET","Snellville","GA",30078,"Leandre","Browne","(770) 979-9676",135,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:15:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"CCLC-31732","ABC Early Learning Academy @ Stone Mountain","1800 E. Park Place Blvd.","Stone Mountain","GA",30087,"Darla","Williams","(770) 465-3434",84,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 PM,07:00:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"CCLC-29181","Montessori School at Lilburn","1208 Rockbridge Road","Stone Mountain","GA",30087,"Rahima","Sandhya","(678) 380-5675",78,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",07:30:00 AM,06:00:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-1126","Mountain Park Academy & Learning Center","1250 Old Tucker Road","Stone Mountain","GA",30087,"Harry","Patel","(770) 279-7700",188,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-17654","Prime Care Learning Center III","2115 Rockbridge Road","Stone Mountain","GA",30087,"Cecilia","Okoma","(770) 469-2000",173,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-38377","Tantrums Teaching our Tots LLC","2055 Rockbridge Road SW","Stone Mountain","GA",30087,"Fatamia","Long","(770) 879-1818",30,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"CCLC-641","The Harvest School","2730 N. Deshong Road","Stone Mountain","GA",30087,"Cristina","Lumpris","(770) 498-7051",145,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-105","The Sunshine House #78","5060 Annistown Rd","Stone Mountain","GA",30087,"Loni","Smith","(770) 469-1333",125,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-4139","Voices of Faith Academy","2540 Rockbridge Road","Stone Mountain","GA",30087,"Mia","Hawkins","(770) 465-4172",173,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-37043","Crimson Academy","1400 Buford Hwy. Bldg T-3","Sugar Hill","GA",30518,"Monica","Scott","(770) 271-6865",105,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-18401","Discovery Point Child Development Center #19","5864 Henry Bailey Rd.","Sugar Hill","GA",30518,"Michelle","Costa","(678) 482-8101",233,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 PM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"CCLC-548","Great Beginnings of Sugar Hill","1191 Level Creek Road","Sugar Hill","GA",30518,"Charlotte","Sigler","(770) 945-3995",410,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-39189","Little Peoples Play Center","4928 Hidden Branch","Sugar Hill","GA",30518,"Joann","Young","(770) 945-1106",15,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:00:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"CCLC-38142","Rainbow Child Care Center-SGl","4540 Nelson Brogdon Boulevard","Sugar Hill","GA",30518,"Melinda","Gilbert","(678) 482-2356",126,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"CCLC-37208","Stepping Stone Montessori of Sugar Hill","65 Peachtree Industrial Boulevard","Sugar Hill","GA",30518,"Mark","Berger","(770) 614-4310",101,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-29908","Sugar Hill Child Development Center","6007 Suwanee Dam Rd.","Sugar Hill","GA",30518,"Jamie","Murphy","(678) 889-4842",167,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"CCLC-21724","The Goddard School","210 Peachtree Industrial Blvd.","Sugar Hill","GA",30518,"Carmen","Griffin","(770) 831-2588",325,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-31859","A.A.I.M.S. Montessori School","3665 Swiftwater Park Drive  Bldg. 1A","Suwanee","GA",30024,"Nargis","Soldier","(678) 546-7700",79,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",07:00:00 AM,06:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-33280","Atlanta Silverbacks After School Program","4285 Brogdon Exchange","Suwanee","GA",30024,"Michael","Parker","(678) 436-8075",34,"JAN FEB MAR APR MAY AUG SEP OCT NOV DEC","MO TU WE TH FR",02:30:00 PM,06:30:00 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"CCLC-25013","Discovery Point #9","930 Peachtree Industrial Blvd.","Suwanee","GA",30024,"Robert","King","(770) 932-6622",235,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-25500","Horizon Christian School","2172 Lawrenceville Suwanee Road","Suwanee","GA",30024,"Judy","Wintemute","(770) 962-1214",226,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",07:00:00 AM,06:00:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-988","Kids 'R Kids #20","20 Satellite Blvd.","Suwanee","GA",30024,"Tori","Mount","(770) 945-8400",240,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"CCLC-32727","KinderCare Learning Center #5003","2725 Lawrenceville-Suwanee Rd.","Suwanee","GA",30024,"Heather","Watson","(770) 271-8206",133,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,07:00:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-742","Legacy Academy for Children","4055 Smithtown Road","Suwanee","GA",30024,"Gillian","Barry","(770) 932-2800",256,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"CCLC-29155","Legacy Academy Suwanee Dam","5558 Suwanee Dam Rd.","Suwanee","GA",30024,"Sam","Poyan","(678) 546-7255",220,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCLC-39504","Primrose School of Suwanee","2050 Lawrenceville Suwanee Rd.","Suwanee","GA",30024,"Sandra","Calvin","(770) 963-1491",134,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-32037","Primrose School of Suwanee West","800 Peachtree Industrial Blvd.","Suwanee","GA",30024,"Shanna","Jonathan","(770) 932-3900",185,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"CCLC-38702","Suwanee Prep Academy","2150 Lawrenceville Suwanee Road","Suwanee","GA",30024,"Irma","Williams","(678) 878-2956",120,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,08:00:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"CCLC-14431","Suwanee Sports Academy","3640 Burnette Rd.","Suwanee","GA",30024,"Jim","Cooper","(770) 614-6686",700,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",02:30:00 PM,06:30:00 PM,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"CCLC-24257","The Goddard School Suwanee III","1460 Satellite Boulevard","Suwanee","GA",30024,"Catina","Smith Elliott","(770) 476-1760",144,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:30:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"CCLC-178","Today's Kids of Suwanee","205 N.E. Old Peachtree Road","Suwanee","GA",30024,"Eva","Latsis","(678) 482-6789",205,"JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC","MO TU WE TH FR",06:00:00 AM,06:30:00 PM,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
